disp_id,client_id,account_id,type
D00001383,C00001383,A00001150,Owner
D00001384,C00001384,A00001151,Owner
D00001385,C00001385,A00001152,Owner
D00001386,C00001386,A00001152,User
D00001387,C00001387,A00001153,Owner
D00001388,C00001388,A00001154,Owner
D00001389,C00001389,A00001155,Owner
D00001390,C00001390,A00001156,Owner
D00001391,C00001391,A00001157,Owner
D00001392,C00001392,A00001158,Owner
D00001393,C00001393,A00001158,User
D00001394,C00001394,A00001159,Owner
D00001395,C00001395,A00001159,User
D00001396,C00001396,A00001160,Owner
D00001397,C00001397,A00001161,Owner
D00001401,C00001401,A00001164,Owner
D00001402,C00001402,A00001165,Owner
D00001403,C00001403,A00001165,User
D00001404,C00001404,A00001166,Owner
D00001406,C00001406,A00001168,Owner
D00001407,C00001407,A00001168,User
D00001408,C00001408,A00001169,Owner
D00001409,C00001409,A00001170,Owner
D00001410,C00001410,A00001171,Owner
D00001411,C00001411,A00001171,User
D00001412,C00001412,A00001172,Owner
D00001413,C00001413,A00001173,Owner
D00001414,C00001414,A00001174,Owner
D00001416,C00001416,A00001176,Owner
D00001417,C00001417,A00001177,Owner
D00001418,C00001418,A00001178,Owner
D00001419,C00001419,A00001179,Owner
D00001420,C00001420,A00001179,User
D00001421,C00001421,A00001180,Owner
D00001422,C00001422,A00001181,Owner
D00001423,C00001423,A00001181,User
D00001424,C00001424,A00001182,Owner
D00001425,C00001425,A00001183,Owner
D00001426,C00001426,A00001183,User
D00001427,C00001427,A00001184,Owner
D00001428,C00001428,A00001185,Owner
D00001429,C00001429,A00001185,User
D00001430,C00001430,A00001186,Owner
D00001431,C00001431,A00001187,Owner
D00001432,C00001432,A00001188,Owner
D00001433,C00001433,A00001189,Owner
D00001434,C00001434,A00001189,User
D00001435,C00001435,A00001190,Owner
D00001438,C00001438,A00001192,Owner
D00001439,C00001439,A00001193,Owner
D00001440,C00001440,A00001194,Owner
D00001441,C00001441,A00001195,Owner
D00001442,C00001442,A00001195,User
D00001443,C00001443,A00001196,Owner
D00001444,C00001444,A00001196,User
D00001445,C00001445,A00001197,Owner
D00001446,C00001446,A00001198,Owner
D00001447,C00001447,A00001198,User
D00001448,C00001448,A00001199,Owner
D00001449,C00001449,A00001200,Owner
D00001450,C00001450,A00001201,Owner
D00001452,C00001452,A00001203,Owner
D00001453,C00001453,A00001204,Owner
D00001454,C00001454,A00001205,Owner
D00001455,C00001455,A00001205,User
D00001456,C00001456,A00001206,Owner
D00001457,C00001457,A00001206,User
D00001458,C00001458,A00001207,Owner
D00001459,C00001459,A00001208,Owner
D00001460,C00001460,A00001209,Owner
D00001461,C00001461,A00001210,Owner
D00001462,C00001462,A00001211,Owner
D00001463,C00001463,A00001212,Owner
D00001464,C00001464,A00001213,Owner
D00001465,C00001465,A00001213,User
D00001466,C00001466,A00001214,Owner
D00001467,C00001467,A00001215,Owner
D00001468,C00001468,A00001216,Owner
D00001469,C00001469,A00001217,Owner
D00001470,C00001470,A00001218,Owner
D00001471,C00001471,A00001218,User
D00001472,C00001472,A00001219,Owner
D00001473,C00001473,A00001220,Owner
D00001474,C00001474,A00001221,Owner
D00001475,C00001475,A00001222,Owner
D00001476,C00001476,A00001223,Owner
D00001478,C00001478,A00001225,Owner
D00001479,C00001479,A00001226,Owner
D00001480,C00001480,A00001227,Owner
D00001481,C00001481,A00001228,Owner
D00001482,C00001482,A00001229,Owner
D00001483,C00001483,A00001230,Owner
D00001484,C00001484,A00001230,User
D00001485,C00001485,A00001231,Owner
D00001486,C00001486,A00001231,User
D00001487,C00001487,A00001232,Owner
D00001488,C00001488,A00001233,Owner
D00001489,C00001489,A00001234,Owner
D00001490,C00001490,A00001235,Owner
D00001491,C00001491,A00001236,Owner
D00001492,C00001492,A00001237,Owner
D00001493,C00001493,A00001238,Owner
D00001494,C00001494,A00001238,User
D00001495,C00001495,A00001239,Owner
D00001496,C00001496,A00001240,Owner
D00001497,C00001497,A00001241,Owner
D00001498,C00001498,A00001241,User
D00001499,C00001499,A00001242,Owner
D00001500,C00001500,A00001243,Owner
D00001501,C00001501,A00001244,Owner
D00001502,C00001502,A00001245,Owner
D00001503,C00001503,A00001246,Owner
D00001504,C00001504,A00001246,User
D00001505,C00001505,A00001247,Owner
D00001506,C00001506,A00001248,Owner
D00001507,C00001507,A00001248,User
D00001508,C00001508,A00001249,Owner
D00001509,C00001509,A00001250,Owner
D00001510,C00001510,A00001251,Owner
D00001511,C00001511,A00001252,Owner
D00001512,C00001512,A00001253,Owner
D00001513,C00001513,A00001254,Owner
D00001514,C00001514,A00001255,Owner
D00001516,C00001516,A00001256,Owner
D00001517,C00001517,A00001257,Owner
D00001518,C00001518,A00001258,Owner
D00001519,C00001519,A00001258,User
D00001520,C00001520,A00001259,Owner
D00001521,C00001521,A00001260,Owner
D00001522,C00001522,A00001261,Owner
D00001523,C00001523,A00001262,Owner
D00001524,C00001524,A00001263,Owner
D00001525,C00001525,A00001264,Owner
D00001526,C00001526,A00001264,User
D00001527,C00001527,A00001265,Owner
D00001528,C00001528,A00001266,Owner
D00001529,C00001529,A00001267,Owner
D00001530,C00001530,A00001268,Owner
D00001531,C00001531,A00001269,Owner
D00001532,C00001532,A00001269,User
D00001533,C00001533,A00001270,Owner
D00001534,C00001534,A00001271,Owner
D00001535,C00001535,A00001272,Owner
D00001536,C00001536,A00001273,Owner
D00001537,C00001537,A00001274,Owner
D00001539,C00001539,A00001275,Owner
D00001540,C00001540,A00001276,Owner
D00001541,C00001541,A00001276,User
D00001542,C00001542,A00001277,Owner
D00001543,C00001543,A00001277,User
D00001546,C00001546,A00001279,Owner
D00001547,C00001547,A00001279,User
D00001548,C00001548,A00001280,Owner
D00001549,C00001549,A00001280,User
D00001550,C00001550,A00001281,Owner
D00001554,C00001554,A00001284,Owner
D00001555,C00001555,A00001285,Owner
D00001556,C00001556,A00001286,Owner
D00001557,C00001557,A00001287,Owner
D00001558,C00001558,A00001288,Owner
D00001559,C00001559,A00001289,Owner
D00001561,C00001561,A00001291,Owner
D00001562,C00001562,A00001291,User
D00001563,C00001563,A00001292,Owner
D00001564,C00001564,A00001293,Owner
D00001565,C00001565,A00001294,Owner
D00001566,C00001566,A00001295,Owner
D00001567,C00001567,A00001296,Owner
D00001568,C00001568,A00001296,User
D00001569,C00001569,A00001297,Owner
D00001570,C00001570,A00001297,User
D00001571,C00001571,A00001298,Owner
D00001572,C00001572,A00001299,Owner
D00001574,C00001574,A00001301,Owner
D00001575,C00001575,A00001302,Owner
D00001576,C00001576,A00001302,User
D00001577,C00001577,A00001303,Owner
D00001578,C00001578,A00001304,Owner
D00001579,C00001579,A00001305,Owner
D00001580,C00001580,A00001306,Owner
D00001581,C00001581,A00001307,Owner
D00001582,C00001582,A00001308,Owner
D00001583,C00001583,A00001309,Owner
D00001584,C00001584,A00001310,Owner
D00001585,C00001585,A00001311,Owner
D00001586,C00001586,A00001311,User
D00001587,C00001587,A00001312,Owner
D00001588,C00001588,A00001313,Owner
D00001589,C00001589,A00001314,Owner
D00001590,C00001590,A00001315,Owner
D00001591,C00001591,A00001316,Owner
D00001592,C00001592,A00001317,Owner
D00001593,C00001593,A00001317,User
D00001594,C00001594,A00001318,Owner
D00001595,C00001595,A00001319,Owner
D00001596,C00001596,A00001320,Owner
D00001597,C00001597,A00001321,Owner
D00001598,C00001598,A00001322,Owner
D00001599,C00001599,A00001323,Owner
D00001600,C00001600,A00001323,User
D00001601,C00001601,A00001324,Owner
D00001602,C00001602,A00001324,User
D00001603,C00001603,A00001325,Owner
D00001604,C00001604,A00001325,User
D00001605,C00001605,A00001326,Owner
D00001606,C00001606,A00001327,Owner
D00001607,C00001607,A00001328,Owner
D00001608,C00001608,A00001329,Owner
D00001609,C00001609,A00001329,User
D00001610,C00001610,A00001330,Owner
D00001611,C00001611,A00001331,Owner
D00001612,C00001612,A00001331,User
D00001613,C00001613,A00001332,Owner
D00001614,C00001614,A00001333,Owner
D00001615,C00001615,A00001334,Owner
D00001616,C00001616,A00001335,Owner
D00001617,C00001617,A00001336,Owner
D00001618,C00001618,A00001337,Owner
D00001619,C00001619,A00001338,Owner
D00001620,C00001620,A00001338,User
D00001621,C00001621,A00001339,Owner
D00001622,C00001622,A00001340,Owner
D00001623,C00001623,A00001341,Owner
D00001624,C00001624,A00001342,Owner
D00001625,C00001625,A00001342,User
D00001628,C00001628,A00001344,Owner
D00001629,C00001629,A00001345,Owner
D00001630,C00001630,A00001345,User
D00001631,C00001631,A00001346,Owner
D00001632,C00001632,A00001347,Owner
D00001633,C00001633,A00001348,Owner
D00001634,C00001634,A00001348,User
D00001635,C00001635,A00001349,Owner
D00001636,C00001636,A00001349,User
D00001637,C00001637,A00001350,Owner
D00001638,C00001638,A00001351,Owner
D00001639,C00001639,A00001352,Owner
D00001640,C00001640,A00001353,Owner
D00001641,C00001641,A00001354,Owner
D00001642,C00001642,A00001355,Owner
D00001643,C00001643,A00001356,Owner
D00001644,C00001644,A00001357,Owner
D00001645,C00001645,A00001358,Owner
D00001646,C00001646,A00001359,Owner
D00001647,C00001647,A00001360,Owner
D00001648,C00001648,A00001361,Owner
D00001649,C00001649,A00001361,User
D00001650,C00001650,A00001362,Owner
D00001651,C00001651,A00001363,Owner
D00001653,C00001653,A00001365,Owner
D00001654,C00001654,A00001366,Owner
D00001655,C00001655,A00001367,Owner
D00001656,C00001656,A00001368,Owner
D00001657,C00001657,A00001369,Owner
D00001658,C00001658,A00001370,Owner
D00001659,C00001659,A00001371,Owner
D00001660,C00001660,A00001372,Owner
D00001661,C00001661,A00001373,Owner
D00001662,C00001662,A00001374,Owner
D00001663,C00001663,A00001375,Owner
D00001664,C00001664,A00001376,Owner
D00001665,C00001665,A00001376,User
D00001666,C00001666,A00001377,Owner
D00001667,C00001667,A00001377,User
D00001668,C00001668,A00001378,Owner
D00001669,C00001669,A00001379,Owner
D00001670,C00001670,A00001380,Owner
D00001671,C00001671,A00001381,Owner
D00001672,C00001672,A00001381,User
D00001673,C00001673,A00001382,Owner
D00001674,C00001674,A00001383,Owner
D00001675,C00001675,A00001384,Owner
D00001676,C00001676,A00001385,Owner
D00001677,C00001677,A00001385,User
D00001679,C00001679,A00001387,Owner
D00001680,C00001680,A00001388,Owner
D00001681,C00001681,A00001389,Owner
D00001682,C00001682,A00001390,Owner
D00001683,C00001683,A00001391,Owner
D00001684,C00001684,A00001391,User
D00001685,C00001685,A00001392,Owner
D00001686,C00001686,A00001393,Owner
D00001687,C00001687,A00001393,User
D00001688,C00001688,A00001394,Owner
D00001689,C00001689,A00001395,Owner
D00001690,C00001690,A00001396,Owner
D00001691,C00001691,A00001397,Owner
D00001692,C00001692,A00001398,Owner
D00001693,C00001693,A00001399,Owner
D00001694,C00001694,A00001399,User
D00001696,C00001696,A00001401,Owner
D00001697,C00001697,A00001402,Owner
D00001698,C00001698,A00001402,User
D00001699,C00001699,A00001403,Owner
D00001700,C00001700,A00001404,Owner
D00001701,C00001701,A00001404,User
D00001702,C00001702,A00001405,Owner
D00001703,C00001703,A00001406,Owner
D00001704,C00001704,A00001406,User
D00001705,C00001705,A00001407,Owner
D00001706,C00001706,A00001407,User
D00001707,C00001707,A00001408,Owner
D00001709,C00001709,A00001410,Owner
D00001710,C00001710,A00001411,Owner
D00001711,C00001711,A00001412,Owner
D00001712,C00001712,A00001412,User
D00001713,C00001713,A00001413,Owner
D00001714,C00001714,A00001414,Owner
D00001717,C00001717,A00001416,Owner
D00001718,C00001718,A00001417,Owner
D00001719,C00001719,A00001418,Owner
D00001720,C00001720,A00001419,Owner
D00001721,C00001721,A00001419,User
D00001722,C00001722,A00001420,Owner
D00001723,C00001723,A00001421,Owner
D00001724,C00001724,A00001422,Owner
D00001725,C00001725,A00001423,Owner
D00001726,C00001726,A00001423,User
D00001727,C00001727,A00001424,Owner
D00001728,C00001728,A00001424,User
D00001729,C00001729,A00001425,Owner
D00001730,C00001730,A00001426,Owner
D00001731,C00001731,A00001427,Owner
D00001733,C00001733,A00001429,Owner
D00001734,C00001734,A00001430,Owner
D00001735,C00001735,A00001430,User
D00001736,C00001736,A00001431,Owner
D00001737,C00001737,A00001432,Owner
D00001738,C00001738,A00001432,User
D00001741,C00001741,A00001434,Owner
D00001742,C00001742,A00001435,Owner
D00001743,C00001743,A00001436,Owner
D00001744,C00001744,A00001437,Owner
D00001745,C00001745,A00001438,Owner
D00001746,C00001746,A00001439,Owner
D00001747,C00001747,A00001439,User
D00001748,C00001748,A00001440,Owner
D00001749,C00001749,A00001441,Owner
D00001750,C00001750,A00001442,Owner
D00001751,C00001751,A00001443,Owner
D00001752,C00001752,A00001444,Owner
D00001753,C00001753,A00001445,Owner
D00001754,C00001754,A00001446,Owner
D00001755,C00001755,A00001447,Owner
D00001756,C00001756,A00001448,Owner
D00001757,C00001757,A00001448,User
D00001758,C00001758,A00001449,Owner
D00001759,C00001759,A00001450,Owner
D00001760,C00001760,A00001451,Owner
D00001761,C00001761,A00001452,Owner
D00001762,C00001762,A00001453,Owner
D00001763,C00001763,A00001454,Owner
D00001764,C00001764,A00001455,Owner
D00001765,C00001765,A00001456,Owner
D00001768,C00001768,A00001458,Owner
D00001769,C00001769,A00001459,Owner
D00001770,C00001770,A00001459,User
D00001771,C00001771,A00001460,Owner
D00001772,C00001772,A00001461,Owner
D00001774,C00001774,A00001463,Owner
D00001775,C00001775,A00001464,Owner
D00001776,C00001776,A00001465,Owner
D00001777,C00001777,A00001466,Owner
D00001778,C00001778,A00001466,User
D00001779,C00001779,A00001467,Owner
D00001780,C00001780,A00001468,Owner
D00001781,C00001781,A00001469,Owner
D00001782,C00001782,A00001470,Owner
D00001783,C00001783,A00001471,Owner
D00001784,C00001784,A00001472,Owner
D00001785,C00001785,A00001473,Owner
D00001786,C00001786,A00001474,Owner
D00001787,C00001787,A00001474,User
D00001788,C00001788,A00001475,Owner
D00001789,C00001789,A00001476,Owner
D00001790,C00001790,A00001477,Owner
D00001791,C00001791,A00001478,Owner
D00001792,C00001792,A00001479,Owner
D00001793,C00001793,A00001480,Owner
D00001794,C00001794,A00001481,Owner
D00001795,C00001795,A00001482,Owner
D00001796,C00001796,A00001483,Owner
D00001797,C00001797,A00001483,User
D00001798,C00001798,A00001484,Owner
D00001799,C00001799,A00001485,Owner
D00001800,C00001800,A00001486,Owner
D00001801,C00001801,A00001487,Owner
D00001802,C00001802,A00001487,User
D00001803,C00001803,A00001488,Owner
D00001806,C00001806,A00001490,Owner
D00001807,C00001807,A00001491,Owner
D00001808,C00001808,A00001491,User
D00001809,C00001809,A00001492,Owner
D00001810,C00001810,A00001493,Owner
D00001811,C00001811,A00001494,Owner
D00001812,C00001812,A00001495,Owner
D00001813,C00001813,A00001495,User
D00001814,C00001814,A00001496,Owner
D00001815,C00001815,A00001497,Owner
D00001816,C00001816,A00001498,Owner
D00001817,C00001817,A00001499,Owner
D00001818,C00001818,A00001499,User
D00001819,C00001819,A00001500,Owner
D00001820,C00001820,A00001501,Owner
D00001821,C00001821,A00001502,Owner
D00001822,C00001822,A00001503,Owner
D00001823,C00001823,A00001504,Owner
D00001824,C00001824,A00001505,Owner
D00001825,C00001825,A00001506,Owner
D00001826,C00001826,A00001507,Owner
D00001827,C00001827,A00001507,User
D00001828,C00001828,A00001508,Owner
D00001829,C00001829,A00001509,Owner
D00001830,C00001830,A00001510,Owner
D00001831,C00001831,A00001511,Owner
D00001832,C00001832,A00001512,Owner
D00001833,C00001833,A00001513,Owner
D00001834,C00001834,A00001514,Owner
D00001835,C00001835,A00001514,User
D00001836,C00001836,A00001515,Owner
D00001837,C00001837,A00001516,Owner
D00001838,C00001838,A00001516,User
D00001839,C00001839,A00001517,Owner
D00001840,C00001840,A00001517,User
D00001841,C00001841,A00001518,Owner
D00001842,C00001842,A00001519,Owner
D00001843,C00001843,A00001520,Owner
D00001844,C00001844,A00001521,Owner
D00001845,C00001845,A00001521,User
D00001846,C00001846,A00001522,Owner
D00001847,C00001847,A00001523,Owner
D00001848,C00001848,A00001524,Owner
D00001849,C00001849,A00001525,Owner
D00001850,C00001850,A00001526,Owner
D00001851,C00001851,A00001527,Owner
D00001852,C00001852,A00001528,Owner
D00001853,C00001853,A00001529,Owner
D00001854,C00001854,A00001530,Owner
D00001856,C00001856,A00001532,Owner
D00001857,C00001857,A00001532,User
D00001860,C00001860,A00001534,Owner
D00001861,C00001861,A00001535,Owner
D00001862,C00001862,A00001536,Owner
D00001863,C00001863,A00001537,Owner
D00001864,C00001864,A00001538,Owner
D00001865,C00001865,A00001538,User
D00001866,C00001866,A00001539,Owner
D00001867,C00001867,A00001540,Owner
D00001868,C00001868,A00001541,Owner
D00001869,C00001869,A00001542,Owner
D00001870,C00001870,A00001542,User
D00001871,C00001871,A00001543,Owner
D00001872,C00001872,A00001544,Owner
D00001873,C00001873,A00001544,User
D00001874,C00001874,A00001545,Owner
D00001875,C00001875,A00001546,Owner
D00001876,C00001876,A00001547,Owner
D00001877,C00001877,A00001548,Owner
D00001878,C00001878,A00001548,User
D00001879,C00001879,A00001549,Owner
D00001880,C00001880,A00001550,Owner
D00001881,C00001881,A00001551,Owner
D00001882,C00001882,A00001551,User
D00001883,C00001883,A00001552,Owner
D00001884,C00001884,A00001553,Owner
D00001885,C00001885,A00001554,Owner
D00001886,C00001886,A00001555,Owner
D00001887,C00001887,A00001556,Owner
D00001888,C00001888,A00001557,Owner
D00001889,C00001889,A00001558,Owner
D00001890,C00001890,A00001559,Owner
D00001891,C00001891,A00001560,Owner
D00001892,C00001892,A00001561,Owner
D00001893,C00001893,A00001561,User
D00001894,C00001894,A00001562,Owner
D00001895,C00001895,A00001563,Owner
D00001896,C00001896,A00001564,Owner
D00001897,C00001897,A00001565,Owner
D00001898,C00001898,A00001566,Owner
D00001899,C00001899,A00001567,Owner
D00001900,C00001900,A00001568,Owner
D00001901,C00001901,A00001568,User
D00001903,C00001903,A00001570,Owner
D00001904,C00001904,A00001571,Owner
D00001905,C00001905,A00001572,Owner
D00001906,C00001906,A00001573,Owner
D00001907,C00001907,A00001574,Owner
D00001908,C00001908,A00001575,Owner
D00001909,C00001909,A00001576,Owner
D00001910,C00001910,A00001577,Owner
D00001911,C00001911,A00001578,Owner
D00001912,C00001912,A00001579,Owner
D00001913,C00001913,A00001580,Owner
D00001914,C00001914,A00001581,Owner
D00001915,C00001915,A00001581,User
D00001916,C00001916,A00001582,Owner
D00001917,C00001917,A00001583,Owner
D00001919,C00001919,A00001584,Owner
D00001920,C00001920,A00001585,Owner
D00001921,C00001921,A00001586,Owner
D00001922,C00001922,A00001586,User
D00001923,C00001923,A00001587,Owner
D00001924,C00001924,A00001588,Owner
D00001925,C00001925,A00001589,Owner
D00001926,C00001926,A00001589,User
D00001927,C00001927,A00001590,Owner
D00001928,C00001928,A00001590,User
D00001929,C00001929,A00001591,Owner
D00001930,C00001930,A00001592,Owner
D00001931,C00001931,A00001593,Owner
D00001932,C00001932,A00001594,Owner
D00001934,C00001934,A00001596,Owner
D00001935,C00001935,A00001597,Owner
D00001936,C00001936,A00001598,Owner
D00001937,C00001937,A00001598,User
D00001938,C00001938,A00001599,Owner
D00001939,C00001939,A00001600,Owner
D00001940,C00001940,A00001600,User
D00001941,C00001941,A00001601,Owner
D00001942,C00001942,A00001601,User
D00001943,C00001943,A00001602,Owner
D00001944,C00001944,A00001603,Owner
D00001945,C00001945,A00001604,Owner
D00001946,C00001946,A00001605,Owner
D00001947,C00001947,A00001606,Owner
D00001948,C00001948,A00001607,Owner
D00001949,C00001949,A00001607,User
D00001950,C00001950,A00001608,Owner
D00001951,C00001951,A00001609,Owner
D00001952,C00001952,A00001610,Owner
D00001953,C00001953,A00001610,User
D00001954,C00001954,A00001611,Owner
D00001955,C00001955,A00001612,Owner
D00001956,C00001956,A00001613,Owner
D00001957,C00001957,A00001614,Owner
D00001958,C00001958,A00001614,User
D00001959,C00001959,A00001615,Owner
D00001960,C00001960,A00001616,Owner
D00001961,C00001961,A00001617,Owner
D00001962,C00001962,A00001618,Owner
D00001963,C00001963,A00001619,Owner
D00001964,C00001964,A00001620,Owner
D00001965,C00001965,A00001621,Owner
D00001966,C00001966,A00001622,Owner
D00001967,C00001967,A00001623,Owner
D00001968,C00001968,A00001623,User
D00001969,C00001969,A00001624,Owner
D00001970,C00001970,A00001625,Owner
D00001971,C00001971,A00001626,Owner
D00001972,C00001972,A00001627,Owner
D00001973,C00001973,A00001628,Owner
D00001974,C00001974,A00001629,Owner
D00001975,C00001975,A00001629,User
D00001976,C00001976,A00001630,Owner
D00001977,C00001977,A00001631,Owner
D00001978,C00001978,A00001632,Owner
D00001979,C00001979,A00001633,Owner
D00001980,C00001980,A00001634,Owner
D00001981,C00001981,A00001635,Owner
D00001982,C00001982,A00001636,Owner
D00001983,C00001983,A00001636,User
D00001984,C00001984,A00001637,Owner
D00001985,C00001985,A00001638,Owner
D00001986,C00001986,A00001638,User
D00001988,C00001988,A00001640,Owner
D00001989,C00001989,A00001641,Owner
D00001990,C00001990,A00001641,User
D00001991,C00001991,A00001642,Owner
D00001993,C00001993,A00001644,Owner
D00001994,C00001994,A00001644,User
D00001995,C00001995,A00001645,Owner
D00001996,C00001996,A00001646,Owner
D00001997,C00001997,A00001647,Owner
D00001998,C00001998,A00001648,Owner
D00001999,C00001999,A00001649,Owner
D00002000,C00002000,A00001650,Owner
D00002001,C00002001,A00001651,Owner
D00002002,C00002002,A00001652,Owner
D00002003,C00002003,A00001652,User
D00002004,C00002004,A00001653,Owner
D00002005,C00002005,A00001654,Owner
D00002006,C00002006,A00001655,Owner
D00002007,C00002007,A00001655,User
D00002008,C00002008,A00001656,Owner
D00002009,C00002009,A00001657,Owner
D00002010,C00002010,A00001658,Owner
D00002011,C00002011,A00001659,Owner
D00002012,C00002012,A00001659,User
D00002013,C00002013,A00001660,Owner
D00002015,C00002015,A00001662,Owner
D00002016,C00002016,A00001663,Owner
D00002017,C00002017,A00001663,User
D00002018,C00002018,A00001664,Owner
D00002019,C00002019,A00001665,Owner
D00002020,C00002020,A00001665,User
D00002021,C00002021,A00001666,Owner
D00002022,C00002022,A00001667,Owner
D00002023,C00002023,A00001667,User
D00002024,C00002024,A00001668,Owner
D00002025,C00002025,A00001669,Owner
D00002026,C00002026,A00001669,User
D00002027,C00002027,A00001670,Owner
D00002028,C00002028,A00001670,User
D00002029,C00002029,A00001671,Owner
D00002030,C00002030,A00001672,Owner
D00002031,C00002031,A00001673,Owner
D00002032,C00002032,A00001674,Owner
D00002033,C00002033,A00001674,User
D00002034,C00002034,A00001675,Owner
D00002035,C00002035,A00001675,User
D00002037,C00002037,A00001677,Owner
D00002038,C00002038,A00001678,Owner
D00002039,C00002039,A00001679,Owner
D00002040,C00002040,A00001680,Owner
D00002041,C00002041,A00001681,Owner
D00002042,C00002042,A00001682,Owner
D00002043,C00002043,A00001683,Owner
D00002044,C00002044,A00001684,Owner
D00002045,C00002045,A00001685,Owner
D00002046,C00002046,A00001685,User
D00002047,C00002047,A00001686,Owner
D00002048,C00002048,A00001687,Owner
D00002049,C00002049,A00001688,Owner
D00002050,C00002050,A00001688,User
D00002051,C00002051,A00001689,Owner
D00002052,C00002052,A00001689,User
D00002053,C00002053,A00001690,Owner
D00002054,C00002054,A00001691,Owner
D00002055,C00002055,A00001692,Owner
D00002056,C00002056,A00001693,Owner
D00002057,C00002057,A00001694,Owner
D00002058,C00002058,A00001695,Owner
D00002059,C00002059,A00001696,Owner
D00002060,C00002060,A00001696,User
D00002061,C00002061,A00001697,Owner
D00002062,C00002062,A00001697,User
D00002063,C00002063,A00001698,Owner
D00002064,C00002064,A00001699,Owner
D00002065,C00002065,A00001700,Owner
D00002066,C00002066,A00001701,Owner
D00002067,C00002067,A00001702,Owner
D00002068,C00002068,A00001703,Owner
D00002069,C00002069,A00001704,Owner
D00002070,C00002070,A00001705,Owner
D00002071,C00002071,A00001706,Owner
D00002072,C00002072,A00001707,Owner
D00002073,C00002073,A00001708,Owner
D00002074,C00002074,A00001709,Owner
D00002075,C00002075,A00001710,Owner
D00002076,C00002076,A00001711,Owner
D00002077,C00002077,A00001712,Owner
D00002078,C00002078,A00001713,Owner
D00002079,C00002079,A00001714,Owner
D00002080,C00002080,A00001715,Owner
D00002081,C00002081,A00001716,Owner
D00002082,C00002082,A00001717,Owner
D00002083,C00002083,A00001718,Owner
D00002084,C00002084,A00001719,Owner
D00002085,C00002085,A00001719,User
D00002086,C00002086,A00001720,Owner
D00002087,C00002087,A00001721,Owner
D00002088,C00002088,A00001722,Owner
D00002089,C00002089,A00001723,Owner
D00002090,C00002090,A00001723,User
D00002091,C00002091,A00001724,Owner
D00002092,C00002092,A00001725,Owner
D00002093,C00002093,A00001726,Owner
D00002094,C00002094,A00001726,User
D00002095,C00002095,A00001727,Owner
D00002096,C00002096,A00001728,Owner
D00002097,C00002097,A00001729,Owner
D00002098,C00002098,A00001729,User
D00002099,C00002099,A00001730,Owner
D00002100,C00002100,A00001731,Owner
D00002101,C00002101,A00001731,User
D00002102,C00002102,A00001732,Owner
D00002103,C00002103,A00001733,Owner
D00002104,C00002104,A00001734,Owner
D00002105,C00002105,A00001735,Owner
D00002106,C00002106,A00001736,Owner
D00002107,C00002107,A00001736,User
D00002108,C00002108,A00001737,Owner
D00002109,C00002109,A00001738,Owner
D00002110,C00002110,A00001739,Owner
D00002111,C00002111,A00001740,Owner
D00002112,C00002112,A00001741,Owner
D00002113,C00002113,A00001742,Owner
D00002114,C00002114,A00001743,Owner
D00002115,C00002115,A00001743,User
D00002116,C00002116,A00001744,Owner
D00002117,C00002117,A00001745,Owner
D00002118,C00002118,A00001746,Owner
D00002119,C00002119,A00001747,Owner
D00002121,C00002121,A00001749,Owner
D00002122,C00002122,A00001750,Owner
D00002123,C00002123,A00001751,Owner
D00002124,C00002124,A00001752,Owner
D00002125,C00002125,A00001753,Owner
D00002126,C00002126,A00001754,Owner
D00002128,C00002128,A00001756,Owner
D00002129,C00002129,A00001757,Owner
D00002130,C00002130,A00001758,Owner
D00002131,C00002131,A00001759,Owner
D00002132,C00002132,A00001759,User
D00002133,C00002133,A00001760,Owner
D00002134,C00002134,A00001760,User
D00002135,C00002135,A00001761,Owner
D00002136,C00002136,A00001762,Owner
D00002137,C00002137,A00001763,Owner
D00002138,C00002138,A00001764,Owner
D00002139,C00002139,A00001765,Owner
D00002140,C00002140,A00001765,User
D00002141,C00002141,A00001766,Owner
D00002142,C00002142,A00001767,Owner
D00002143,C00002143,A00001767,User
D00002144,C00002144,A00001768,Owner
D00002145,C00002145,A00001769,Owner
D00002146,C00002146,A00001770,Owner
D00002147,C00002147,A00001771,Owner
D00002148,C00002148,A00001772,Owner
D00002149,C00002149,A00001773,Owner
D00002150,C00002150,A00001774,Owner
D00002151,C00002151,A00001774,User
D00002152,C00002152,A00001775,Owner
D00002153,C00002153,A00001776,Owner
D00002154,C00002154,A00001777,Owner
D00002155,C00002155,A00001778,Owner
D00002156,C00002156,A00001779,Owner
D00002157,C00002157,A00001780,Owner
D00002158,C00002158,A00001781,Owner
D00002159,C00002159,A00001782,Owner
D00002160,C00002160,A00001783,Owner
D00002161,C00002161,A00001784,Owner
D00002162,C00002162,A00001784,User
D00002163,C00002163,A00001785,Owner
D00002164,C00002164,A00001786,Owner
D00002165,C00002165,A00001786,User
D00002166,C00002166,A00001787,Owner
D00002167,C00002167,A00001788,Owner
D00002168,C00002168,A00001789,Owner
D00002169,C00002169,A00001789,User
D00002170,C00002170,A00001790,Owner
D00002171,C00002171,A00001791,Owner
D00002172,C00002172,A00001792,Owner
D00002173,C00002173,A00001793,Owner
D00002174,C00002174,A00001794,Owner
D00002175,C00002175,A00001795,Owner
D00002176,C00002176,A00001796,Owner
D00002177,C00002177,A00001797,Owner
D00002178,C00002178,A00001798,Owner
